manifest,model_name,run_type,seed,epochs,train_limit,test_limit,macro_f1,accuracy,latency_ms_per_sample,avg_generated_tokens,train_time_sec_total,train_time_sec_per_epoch,train_time_sec_per_1k_train_samples,macro_f1_per_s
manifest_instruction_20251208_070030.json,facebook/bart-base,instruction,42,3,8000,2000,0.6239391061106052,0.6500389711613406,36.55754725138347,1.0,293.0545370578766,97.68484568595886,36.63181713223457,17.06731312744164
manifest_prompt_20251208_064940.json,facebook/bart-base,prompt,42,3,8000,2000,0.38664989727651056,0.4341387373343726,32.55972544352213,1.6165237724084178,249.73664689064026,83.24554896354675,31.217080861330032,11.875096979770014
manifest_instruction_20251208_123100.json,facebook/bart-base,instruction,42,3,8000,2000,0.5838639409651696,0.6048324240062354,49.75588003794352,1.0,386.2222592830658,128.74075309435526,48.277782410383224,11.734571683184353
manifest_prompt_20251208_043945.json,facebook/bart-base,prompt,42,3,8000,2000,0.3076937962427498,0.4349181605611847,27.570978005727135,0.9937646141855028,266.368195772171,88.78939859072368,33.29602447152138,11.160060995255032
manifest_prompt_20251208_001327.json,facebook/bart-base,prompt,42,3,8000,2000,0.30233822729744425,0.4333593141075604,48.44727913538615,2.0,249.46551036834717,83.1551701227824,31.183188796043396,6.240561548411391
manifest_prompt_20251208_064409.json,facebook/bart-base,prompt,42,3,8000,2000,0.30273038687625103,0.4318004676539361,48.89842748641968,0.622759158222915,215.62213921546936,71.87404640515645,26.95276740193367,6.191004546318527
manifest_instruction_20251208_070955.json,google/flan-t5-small,instruction,42,3,8000,2000,0.304643335060404,0.4333593141075604,55.85063695907593,1.9968823070927513,414.3936290740967,138.13120969136557,51.799203634262085,5.454608069799253
