metric,mean,std
validation_macro_f1,0.4841400431540092,0.013287173276016324
test_macro_f1,0.46646277300887107,0.0019893024908128943
test_accuracy,0.47540121020784004,0.0038933566395550684
high_risk_f1,0.418136145663141,0.02029778786614616
training_time_seconds,713.6529418627421,1.7063180497482267
